provinsi,tahun,bulan,suhu_rata_c,suhu_max_c,suhu_min_c,curah_hujan_mm,kelembapan_pct,kec_angin_ms,sumber,nama_bulan
Jambi,2017,1,26.25,29.6,23.82,148.7,87.68,3.27,Open-Meteo ERA5,Januari
Jambi,2017,2,25.79,29.36,23.36,274.8,87.57,3.7,Open-Meteo ERA5,Februari
Jambi,2017,3,26.05,29.88,23.56,308.1,89.77,2.96,Open-Meteo ERA5,Maret
Jambi,2017,4,26.37,29.9,24.01,295.5,91.03,2.47,Open-Meteo ERA5,April
Jambi,2017,5,26.68,30.23,24.27,283.1,90.35,2.97,Open-Meteo ERA5,Mei
Jambi,2017,6,26.51,29.95,23.94,127.1,88.7,2.77,Open-Meteo ERA5,Juni
Jambi,2017,7,26.0,29.34,23.46,150.8,88.26,3.2,Open-Meteo ERA5,Juli
Jambi,2017,8,26.08,29.65,23.44,148.9,87.19,3.18,Open-Meteo ERA5,Agustus
Jambi,2017,9,26.33,29.97,23.73,183.9,88.53,2.71,Open-Meteo ERA5,September
Jambi,2017,10,26.35,30.12,23.79,257.4,89.94,2.5,Open-Meteo ERA5,Oktober
Jambi,2017,11,26.31,29.9,23.9,273.9,89.3,2.71,Open-Meteo ERA5,November
Jambi,2017,12,26.0,29.41,23.77,268.9,89.19,3.15,Open-Meteo ERA5,Desember
Jambi,2018,1,26.01,29.57,23.41,126.9,85.58,3.37,Open-Meteo ERA5,Januari
Jambi,2018,2,25.7,29.42,23.35,183.5,86.75,3.54,Open-Meteo ERA5,Februari
Jambi,2018,3,25.63,29.26,23.33,303.5,90.94,2.83,Open-Meteo ERA5,Maret
Jambi,2018,4,26.08,29.61,23.76,279.7,91.43,2.58,Open-Meteo ERA5,April
Jambi,2018,5,26.11,29.47,23.9,233.2,91.42,2.65,Open-Meteo ERA5,Mei
Jambi,2018,6,26.31,29.86,23.76,135.9,89.23,3.04,Open-Meteo ERA5,Juni
Jambi,2018,7,26.53,30.13,23.65,105.8,85.52,3.05,Open-Meteo ERA5,Juli
Jambi,2018,8,26.88,31.01,23.78,143.9,81.97,3.3,Open-Meteo ERA5,Agustus
Jambi,2018,9,26.47,30.67,23.16,97.3,82.7,2.97,Open-Meteo ERA5,September
Jambi,2018,10,26.51,30.29,23.67,250.0,87.13,2.7,Open-Meteo ERA5,Oktober
Jambi,2018,11,25.95,29.12,23.67,300.5,91.37,2.58,Open-Meteo ERA5,November
Jambi,2018,12,26.23,29.71,23.8,267.1,89.29,2.75,Open-Meteo ERA5,Desember
Jambi,2019,1,26.03,29.68,23.6,240.9,88.68,3.57,Open-Meteo ERA5,Januari
Jambi,2019,2,25.92,29.64,23.58,278.7,90.64,3.1,Open-Meteo ERA5,Februari
Jambi,2019,3,26.63,30.55,23.87,204.0,87.94,2.96,Open-Meteo ERA5,Maret
Jambi,2019,4,26.65,30.19,24.31,269.6,90.93,2.66,Open-Meteo ERA5,April
Jambi,2019,5,26.71,30.1,24.26,215.8,91.35,2.67,Open-Meteo ERA5,Mei
Jambi,2019,6,26.32,29.61,24.01,211.6,90.53,2.93,Open-Meteo ERA5,Juni
Jambi,2019,7,26.59,30.45,23.4,75.9,83.03,3.4,Open-Meteo ERA5,Juli
Jambi,2019,8,27.84,32.54,23.87,80.8,71.06,3.67,Open-Meteo ERA5,Agustus
Jambi,2019,9,28.27,33.88,23.89,71.0,68.8,3.55,Open-Meteo ERA5,September
Jambi,2019,10,26.86,31.36,23.67,175.1,83.16,2.98,Open-Meteo ERA5,Oktober
Jambi,2019,11,26.59,30.6,24.03,164.5,88.23,2.72,Open-Meteo ERA5,November
Jambi,2019,12,25.62,29.0,23.63,305.6,91.35,3.08,Open-Meteo ERA5,Desember
Jambi,2020,1,26.18,29.72,23.8,198.1,88.77,3.7,Open-Meteo ERA5,Januari
Jambi,2020,2,26.5,30.22,23.98,170.8,86.76,3.58,Open-Meteo ERA5,Februari
Jambi,2020,3,26.88,30.67,24.15,285.0,88.1,2.94,Open-Meteo ERA5,Maret
Jambi,2020,4,26.55,30.07,24.2,306.2,91.27,2.63,Open-Meteo ERA5,April
Jambi,2020,5,26.85,30.1,24.53,271.5,91.16,2.68,Open-Meteo ERA5,Mei
Jambi,2020,6,26.27,29.52,23.98,191.6,90.07,2.99,Open-Meteo ERA5,Juni
Jambi,2020,7,25.89,29.31,23.49,195.4,90.1,2.92,Open-Meteo ERA5,Juli
Jambi,2020,8,27.02,31.25,23.97,59.2,83.35,3.39,Open-Meteo ERA5,Agustus
Jambi,2020,9,26.2,30.02,23.59,244.1,87.83,3.08,Open-Meteo ERA5,September
Jambi,2020,10,26.46,30.03,23.82,220.1,88.19,2.52,Open-Meteo ERA5,Oktober
Jambi,2020,11,26.03,29.43,23.75,304.1,90.67,2.61,Open-Meteo ERA5,November
Jambi,2020,12,26.36,29.96,23.93,187.9,87.45,3.21,Open-Meteo ERA5,Desember
Jambi,2021,1,25.19,28.23,23.16,265.3,90.06,3.72,Open-Meteo ERA5,Januari
Jambi,2021,2,26.18,29.99,23.62,116.5,85.11,3.94,Open-Meteo ERA5,Februari
Jambi,2021,3,26.1,29.98,23.61,309.4,89.39,2.86,Open-Meteo ERA5,Maret
Jambi,2021,4,26.5,30.29,23.82,233.7,89.13,2.78,Open-Meteo ERA5,April
Jambi,2021,5,26.59,30.01,24.2,268.0,91.03,2.65,Open-Meteo ERA5,Mei
Jambi,2021,6,26.61,30.23,23.96,219.3,89.3,2.5,Open-Meteo ERA5,Juni
Jambi,2021,7,26.39,30.05,23.51,112.4,86.1,2.95,Open-Meteo ERA5,Juli
Jambi,2021,8,25.96,29.49,23.52,249.0,88.94,2.9,Open-Meteo ERA5,Agustus
Jambi,2021,9,26.18,29.86,23.56,235.7,89.43,2.64,Open-Meteo ERA5,September
Jambi,2021,10,26.62,30.67,23.65,278.9,87.65,3.12,Open-Meteo ERA5,Oktober
Jambi,2021,11,26.64,30.7,23.81,262.5,86.73,2.54,Open-Meteo ERA5,November
Jambi,2021,12,26.16,30.19,23.5,300.1,87.74,3.34,Open-Meteo ERA5,Desember
Jambi,2022,1,26.09,30.19,23.22,183.1,85.9,3.39,Open-Meteo ERA5,Januari
Jambi,2022,2,26.18,30.51,23.22,190.9,85.96,3.57,Open-Meteo ERA5,Februari
Jambi,2022,3,26.78,31.39,23.72,220.6,86.55,3.12,Open-Meteo ERA5,Maret
Jambi,2022,4,26.54,30.64,23.62,254.6,88.5,2.75,Open-Meteo ERA5,April
Jambi,2022,5,26.9,30.97,23.94,196.2,88.16,2.84,Open-Meteo ERA5,Mei
Jambi,2022,6,25.87,29.88,23.24,254.7,89.93,3.06,Open-Meteo ERA5,Juni
Jambi,2022,7,26.33,30.19,23.5,186.8,87.71,3.22,Open-Meteo ERA5,Juli
Jambi,2022,8,25.83,29.97,23.05,364.2,88.84,3.23,Open-Meteo ERA5,Agustus
Jambi,2022,9,25.96,29.93,23.22,288.5,88.47,2.93,Open-Meteo ERA5,September
Jambi,2022,10,26.01,29.91,23.43,329.8,89.48,2.89,Open-Meteo ERA5,Oktober
Jambi,2022,11,26.3,30.21,23.69,297.2,89.03,2.9,Open-Meteo ERA5,November
Jambi,2022,12,25.85,29.88,23.28,289.2,88.26,3.37,Open-Meteo ERA5,Desember
Jambi,2023,1,25.63,29.36,23.1,253.7,88.16,3.63,Open-Meteo ERA5,Januari
Jambi,2023,2,26.14,30.49,23.33,192.4,85.25,3.93,Open-Meteo ERA5,Februari
Jambi,2023,3,25.83,29.9,23.06,249.8,87.9,3.4,Open-Meteo ERA5,Maret
Jambi,2023,4,26.53,30.83,23.56,289.7,89.53,2.84,Open-Meteo ERA5,April
Jambi,2023,5,26.81,30.59,23.97,330.4,89.94,2.83,Open-Meteo ERA5,Mei
Jambi,2023,6,26.45,30.41,23.71,257.4,89.87,3.14,Open-Meteo ERA5,Juni
Jambi,2023,7,26.33,30.05,23.52,198.3,88.45,3.31,Open-Meteo ERA5,Juli
Jambi,2023,8,26.55,30.98,23.29,142.4,85.48,3.33,Open-Meteo ERA5,Agustus
Jambi,2023,9,27.06,32.14,23.31,71.2,79.93,3.54,Open-Meteo ERA5,September
Jambi,2023,10,27.59,32.69,23.95,156.1,81.19,3.35,Open-Meteo ERA5,Oktober
Jambi,2023,11,26.63,30.68,23.81,264.3,88.9,3.11,Open-Meteo ERA5,November
Jambi,2023,12,26.28,30.33,23.75,371.0,89.97,3.05,Open-Meteo ERA5,Desember
Jambi,2024,1,26.01,29.95,23.75,339.0,90.1,3.53,Open-Meteo ERA5,Januari
Jambi,2024,2,26.37,30.6,23.83,323.3,89.1,3.55,Open-Meteo ERA5,Februari
Jambi,2024,3,27.0,31.18,24.27,265.7,87.61,3.31,Open-Meteo ERA5,Maret
Jambi,2024,4,26.99,31.06,24.36,377.5,91.03,2.89,Open-Meteo ERA5,April
Jambi,2024,5,27.12,31.08,24.64,420.1,90.71,2.95,Open-Meteo ERA5,Mei
Jambi,2024,6,26.65,30.63,23.89,231.2,89.33,3.18,Open-Meteo ERA5,Juni
Jambi,2024,7,27.2,31.41,23.97,61.1,82.06,3.59,Open-Meteo ERA5,Juli
Jambi,2024,8,27.75,32.96,24.05,73.8,76.77,3.62,Open-Meteo ERA5,Agustus
Jambi,2024,9,27.35,32.1,24.05,195.6,82.1,3.47,Open-Meteo ERA5,September
Jambi,2024,10,27.39,31.97,24.05,166.6,83.81,2.98,Open-Meteo ERA5,Oktober
Jambi,2024,11,26.56,30.56,24.11,268.5,88.8,3.06,Open-Meteo ERA5,November
Jambi,2024,12,27.14,31.0,24.54,193.5,84.77,3.62,Open-Meteo ERA5,Desember
Jawa Barat,2015,1,22.41,25.8,20.13,331.6,89.65,2.54,Open-Meteo ERA5,Januari
Jawa Barat,2015,2,22.39,25.64,20.17,505.3,90.64,2.1,Open-Meteo ERA5,Februari
Jawa Barat,2015,3,22.51,25.91,20.24,424.1,90.23,2.17,Open-Meteo ERA5,Maret
Jawa Barat,2015,4,22.91,26.33,20.63,450.5,90.37,1.95,Open-Meteo ERA5,April
Jawa Barat,2015,5,23.22,27.02,19.69,141.5,84.74,1.58,Open-Meteo ERA5,Mei
Jawa Barat,2015,6,23.42,27.92,19.12,71.5,80.0,1.68,Open-Meteo ERA5,Juni
Jawa Barat,2015,7,23.75,28.38,19.65,25.3,74.13,2.05,Open-Meteo ERA5,Juli
Jawa Barat,2015,8,24.22,29.57,19.5,22.0,70.9,2.06,Open-Meteo ERA5,Agustus
Jawa Barat,2015,9,24.75,30.27,19.76,54.7,67.97,1.98,Open-Meteo ERA5,September
Jawa Barat,2015,10,24.75,29.84,20.16,112.0,71.39,1.91,Open-Meteo ERA5,Oktober
Jawa Barat,2015,11,23.69,27.56,20.97,488.1,85.8,1.54,Open-Meteo ERA5,November
Jawa Barat,2015,12,23.15,26.29,20.93,481.3,89.52,1.96,Open-Meteo ERA5,Desember
Jawa Barat,2016,1,23.34,26.63,21.15,392.1,90.16,1.87,Open-Meteo ERA5,Januari
Jawa Barat,2016,2,22.91,26.02,21.04,584.0,92.14,2.02,Open-Meteo ERA5,Februari
Jawa Barat,2016,3,23.54,26.84,21.41,447.3,90.65,1.82,Open-Meteo ERA5,Maret
Jawa Barat,2016,4,23.54,26.97,21.22,497.7,90.47,1.56,Open-Meteo ERA5,April
Jawa Barat,2016,5,23.73,26.98,21.34,214.1,89.48,1.7,Open-Meteo ERA5,Mei
Jawa Barat,2016,6,23.26,26.75,20.49,205.4,87.57,1.56,Open-Meteo ERA5,Juni
Jawa Barat,2016,7,22.95,26.61,19.93,191.8,87.23,1.41,Open-Meteo ERA5,Juli
Jawa Barat,2016,8,23.31,27.16,20.12,241.4,84.1,1.65,Open-Meteo ERA5,Agustus
Jawa Barat,2016,9,23.05,26.51,20.5,424.0,87.87,1.68,Open-Meteo ERA5,September
Jawa Barat,2016,10,22.92,26.17,20.73,634.3,89.77,1.75,Open-Meteo ERA5,Oktober
Jawa Barat,2016,11,23.16,26.78,21.0,633.3,90.03,1.6,Open-Meteo ERA5,November
Jawa Barat,2016,12,23.1,26.5,20.68,262.4,87.39,2.73,Open-Meteo ERA5,Desember
Jawa Barat,2017,1,22.81,26.43,20.08,109.9,80.42,4.33,Open-Meteo ERA5,Januari
Jawa Barat,2017,2,22.21,25.72,19.62,302.6,84.46,4.13,Open-Meteo ERA5,Februari
Jawa Barat,2017,3,22.85,26.91,19.43,207.3,81.45,3.43,Open-Meteo ERA5,Maret
Jawa Barat,2017,4,22.75,27.02,19.4,159.4,83.4,2.85,Open-Meteo ERA5,April
Jawa Barat,2017,5,23.08,27.77,19.08,52.5,79.58,3.21,Open-Meteo ERA5,Mei
Jawa Barat,2017,6,23.07,28.04,18.9,42.3,78.2,2.93,Open-Meteo ERA5,Juni
Jawa Barat,2017,7,22.71,28.35,18.5,33.6,74.71,3.71,Open-Meteo ERA5,Juli
Jawa Barat,2017,8,23.36,29.73,18.23,7.6,68.48,3.81,Open-Meteo ERA5,Agustus
Jawa Barat,2017,9,23.88,30.23,18.87,167.2,67.83,3.28,Open-Meteo ERA5,September
Jawa Barat,2017,10,23.14,28.04,19.56,278.0,80.74,2.84,Open-Meteo ERA5,Oktober
Jawa Barat,2017,11,23.0,27.46,19.66,155.7,80.5,3.16,Open-Meteo ERA5,November
Jawa Barat,2017,12,22.78,26.65,19.65,83.1,80.0,3.79,Open-Meteo ERA5,Desember
Jawa Barat,2018,1,22.55,25.94,20.0,184.3,80.74,4.61,Open-Meteo ERA5,Januari
Jawa Barat,2018,2,22.33,26.12,19.36,94.9,83.21,4.13,Open-Meteo ERA5,Februari
Jawa Barat,2018,3,22.66,26.71,19.07,146.6,81.97,3.18,Open-Meteo ERA5,Maret
Jawa Barat,2018,4,22.93,27.65,18.95,147.9,81.7,3.0,Open-Meteo ERA5,April
Jawa Barat,2018,5,23.0,28.44,18.29,37.5,77.97,3.06,Open-Meteo ERA5,Mei
Jawa Barat,2018,6,23.03,28.46,18.55,54.5,78.4,3.05,Open-Meteo ERA5,Juni
Jawa Barat,2018,7,22.53,29.21,16.63,4.8,66.03,3.74,Open-Meteo ERA5,Juli
Jawa Barat,2018,8,23.08,29.86,17.24,21.1,64.29,3.56,Open-Meteo ERA5,Agustus
Jawa Barat,2018,9,23.36,30.19,17.97,51.2,66.87,3.55,Open-Meteo ERA5,September
Jawa Barat,2018,10,24.46,30.79,19.32,102.4,67.94,2.88,Open-Meteo ERA5,Oktober
Jawa Barat,2018,11,23.03,27.75,19.52,416.0,82.73,2.86,Open-Meteo ERA5,November
Jawa Barat,2018,12,23.07,27.08,19.91,156.9,82.19,3.1,Open-Meteo ERA5,Desember
Jawa Barat,2019,1,22.66,26.51,19.58,192.4,83.77,4.19,Open-Meteo ERA5,Januari
Jawa Barat,2019,2,22.85,27.16,19.25,331.1,84.64,3.09,Open-Meteo ERA5,Februari
Jawa Barat,2019,3,22.95,26.84,19.7,233.5,82.35,3.17,Open-Meteo ERA5,Maret
Jawa Barat,2019,4,23.09,27.57,19.59,287.7,84.87,2.86,Open-Meteo ERA5,April
Jawa Barat,2019,5,22.92,27.72,19.12,221.0,82.29,2.94,Open-Meteo ERA5,Mei
Jawa Barat,2019,6,22.71,28.7,17.5,10.7,72.87,3.44,Open-Meteo ERA5,Juni
Jawa Barat,2019,7,22.76,29.56,17.14,10.4,67.23,3.72,Open-Meteo ERA5,Juli
Jawa Barat,2019,8,22.92,30.06,17.08,17.7,64.39,3.9,Open-Meteo ERA5,Agustus
Jawa Barat,2019,9,24.16,31.53,17.76,10.0,59.87,3.95,Open-Meteo ERA5,September
Jawa Barat,2019,10,24.71,31.68,18.94,61.5,62.77,3.79,Open-Meteo ERA5,Oktober
Jawa Barat,2019,11,24.16,30.04,19.3,133.4,71.5,2.92,Open-Meteo ERA5,November
Jawa Barat,2019,12,23.4,28.15,19.93,489.4,83.26,2.74,Open-Meteo ERA5,Desember
Jawa Barat,2020,1,22.99,26.69,20.19,443.1,85.29,3.75,Open-Meteo ERA5,Januari
Jawa Barat,2020,2,22.86,26.3,20.06,313.1,85.86,3.6,Open-Meteo ERA5,Februari
Jawa Barat,2020,3,23.2,27.43,19.98,366.0,84.06,3.37,Open-Meteo ERA5,Maret
Jawa Barat,2020,4,23.16,27.35,19.75,297.5,85.5,2.84,Open-Meteo ERA5,April
Jawa Barat,2020,5,23.41,27.69,19.95,297.6,84.61,2.78,Open-Meteo ERA5,Mei
Jawa Barat,2020,6,22.85,27.42,18.9,79.4,81.67,3.14,Open-Meteo ERA5,Juni
Jawa Barat,2020,7,22.39,27.95,17.85,43.1,76.68,3.46,Open-Meteo ERA5,Juli
Jawa Barat,2020,8,23.19,29.0,18.29,78.1,75.29,3.18,Open-Meteo ERA5,Agustus
Jawa Barat,2020,9,23.82,30.08,18.85,84.6,69.4,3.72,Open-Meteo ERA5,September
Jawa Barat,2020,10,23.1,28.01,19.62,315.2,80.23,3.21,Open-Meteo ERA5,Oktober
Jawa Barat,2020,11,23.18,27.74,19.39,132.9,80.4,3.07,Open-Meteo ERA5,November
Jawa Barat,2020,12,22.49,26.03,20.02,260.7,82.68,4.41,Open-Meteo ERA5,Desember
Jawa Barat,2021,1,22.31,25.64,20.02,224.9,83.87,4.05,Open-Meteo ERA5,Januari
Jawa Barat,2021,2,22.33,25.68,19.91,154.7,85.32,4.68,Open-Meteo ERA5,Februari
Jawa Barat,2021,3,22.69,26.77,19.29,235.5,82.39,3.38,Open-Meteo ERA5,Maret
Jawa Barat,2021,4,22.86,27.39,18.93,140.5,80.87,3.45,Open-Meteo ERA5,April
Jawa Barat,2021,5,23.25,27.95,19.11,197.9,81.84,2.46,Open-Meteo ERA5,Mei
Jawa Barat,2021,6,22.56,26.91,18.39,180.6,84.7,2.35,Open-Meteo ERA5,Juni
Jawa Barat,2021,7,22.16,27.85,17.06,47.3,78.55,2.87,Open-Meteo ERA5,Juli
Jawa Barat,2021,8,22.55,28.21,18.16,117.8,77.77,3.42,Open-Meteo ERA5,Agustus
Jawa Barat,2021,9,22.91,28.43,18.57,114.1,78.1,3.44,Open-Meteo ERA5,September
Jawa Barat,2021,10,23.31,28.98,18.95,161.6,78.61,2.88,Open-Meteo ERA5,Oktober
Jawa Barat,2021,11,22.61,27.06,19.69,404.6,84.23,3.03,Open-Meteo ERA5,November
Jawa Barat,2021,12,22.65,26.7,19.43,210.6,84.32,3.23,Open-Meteo ERA5,Desember
Jawa Barat,2022,1,22.55,26.79,19.07,118.0,82.68,4.06,Open-Meteo ERA5,Januari
Jawa Barat,2022,2,22.49,26.59,19.35,168.5,82.0,3.8,Open-Meteo ERA5,Februari
Jawa Barat,2022,3,22.69,27.27,18.97,206.2,83.29,3.62,Open-Meteo ERA5,Maret
Jawa Barat,2022,4,22.66,27.39,18.86,213.7,83.27,2.95,Open-Meteo ERA5,April
Jawa Barat,2022,5,22.96,27.87,18.74,131.5,83.23,2.83,Open-Meteo ERA5,Mei
Jawa Barat,2022,6,22.03,26.94,17.78,81.1,82.83,2.98,Open-Meteo ERA5,Juni
Jawa Barat,2022,7,22.43,27.79,17.83,64.8,80.48,2.88,Open-Meteo ERA5,Juli
Jawa Barat,2022,8,22.88,28.67,18.18,54.2,76.9,3.12,Open-Meteo ERA5,Agustus
Jawa Barat,2022,9,22.72,28.39,18.46,211.3,80.07,2.87,Open-Meteo ERA5,September
Jawa Barat,2022,10,22.42,27.06,18.97,364.7,83.94,3.09,Open-Meteo ERA5,Oktober
Jawa Barat,2022,11,22.58,27.05,19.21,254.2,83.2,3.18,Open-Meteo ERA5,November
Jawa Barat,2022,12,22.28,26.49,19.25,263.5,84.03,3.68,Open-Meteo ERA5,Desember
Jawa Barat,2023,1,22.29,26.41,19.15,130.9,82.97,4.05,Open-Meteo ERA5,Januari
Jawa Barat,2023,2,22.13,25.42,19.6,189.0,83.5,4.67,Open-Meteo ERA5,Februari
Jawa Barat,2023,3,22.52,27.15,18.74,197.0,83.0,3.46,Open-Meteo ERA5,Maret
Jawa Barat,2023,4,22.76,27.75,18.51,101.5,82.13,3.28,Open-Meteo ERA5,April
Jawa Barat,2023,5,22.96,27.87,18.69,187.2,81.94,2.92,Open-Meteo ERA5,Mei
Jawa Barat,2023,6,22.94,28.17,18.57,74.0,80.7,2.89,Open-Meteo ERA5,Juni
Jawa Barat,2023,7,22.04,27.51,17.35,64.3,78.26,3.03,Open-Meteo ERA5,Juli
Jawa Barat,2023,8,22.73,29.32,16.68,22.4,70.81,3.07,Open-Meteo ERA5,Agustus
Jawa Barat,2023,9,23.53,30.72,17.17,13.8,63.7,3.64,Open-Meteo ERA5,September
Jawa Barat,2023,10,24.9,31.99,18.53,36.5,62.68,3.52,Open-Meteo ERA5,Oktober
Jawa Barat,2023,11,23.98,30.15,19.1,220.6,77.0,2.95,Open-Meteo ERA5,November
Jawa Barat,2023,12,23.47,28.62,19.15,185.4,80.42,3.03,Open-Meteo ERA5,Desember
Jawa Barat,2024,1,23.05,27.35,19.79,295.6,83.42,3.63,Open-Meteo ERA5,Januari
Jawa Barat,2024,2,23.17,27.4,19.87,245.0,84.45,3.13,Open-Meteo ERA5,Februari
Jawa Barat,2024,3,23.02,27.32,19.75,257.2,84.26,3.97,Open-Meteo ERA5,Maret
Jawa Barat,2024,4,23.47,28.32,19.7,272.4,85.23,2.88,Open-Meteo ERA5,April
Jawa Barat,2024,5,23.54,28.47,19.05,218.5,82.06,2.85,Open-Meteo ERA5,Mei
Jawa Barat,2024,6,22.67,27.99,17.74,87.3,81.93,2.69,Open-Meteo ERA5,Juni
Jawa Barat,2024,7,22.07,27.78,16.96,69.6,78.16,3.0,Open-Meteo ERA5,Juli
Jawa Barat,2024,8,23.29,30.37,17.26,32.0,67.84,3.43,Open-Meteo ERA5,Agustus
Jawa Barat,2024,9,23.22,29.64,18.02,132.8,71.57,3.4,Open-Meteo ERA5,September
Jawa Barat,2024,10,24.04,30.39,18.49,62.9,71.35,3.47,Open-Meteo ERA5,Oktober
Jawa Barat,2024,11,23.3,28.28,19.96,396.4,81.8,2.59,Open-Meteo ERA5,November
Jawa Barat,2024,12,23.5,27.15,21.24,228.1,79.71,3.77,Open-Meteo ERA5,Desember
Jawa Tengah,2015,1,25.26,27.72,23.48,351.6,88.26,3.88,Open-Meteo ERA5,Januari
Jawa Tengah,2015,2,25.24,27.74,23.39,328.3,88.61,3.75,Open-Meteo ERA5,Februari
Jawa Tengah,2015,3,25.57,28.27,23.55,325.8,87.29,3.48,Open-Meteo ERA5,Maret
Jawa Tengah,2015,4,25.67,28.57,23.59,319.2,88.7,2.41,Open-Meteo ERA5,April
Jawa Tengah,2015,5,26.26,29.94,23.03,80.6,79.81,2.41,Open-Meteo ERA5,Mei
Jawa Tengah,2015,6,26.69,30.85,23.05,27.3,73.3,2.64,Open-Meteo ERA5,Juni
Jawa Tengah,2015,7,27.02,31.47,23.11,3.5,66.48,3.18,Open-Meteo ERA5,Juli
Jawa Tengah,2015,8,27.12,31.83,23.06,1.7,64.32,2.94,Open-Meteo ERA5,Agustus
Jawa Tengah,2015,9,27.83,32.48,23.67,21.3,62.3,3.01,Open-Meteo ERA5,September
Jawa Tengah,2015,10,28.17,33.22,23.66,13.3,64.97,3.44,Open-Meteo ERA5,Oktober
Jawa Tengah,2015,11,27.26,30.92,24.54,208.7,79.93,2.52,Open-Meteo ERA5,November
Jawa Tengah,2015,12,26.03,28.54,24.22,526.0,88.03,3.21,Open-Meteo ERA5,Desember
Jawa Tengah,2016,1,26.3,29.02,24.32,262.1,87.58,2.75,Open-Meteo ERA5,Januari
Jawa Tengah,2016,2,25.76,28.05,24.16,464.1,90.03,3.24,Open-Meteo ERA5,Februari
Jawa Tengah,2016,3,26.52,28.99,24.48,264.2,88.0,2.78,Open-Meteo ERA5,Maret
Jawa Tengah,2016,4,26.52,29.64,24.29,284.1,86.43,2.24,Open-Meteo ERA5,April
Jawa Tengah,2016,5,26.86,29.93,24.4,111.6,84.97,2.3,Open-Meteo ERA5,Mei
Jawa Tengah,2016,6,26.18,29.31,23.61,111.1,84.73,2.19,Open-Meteo ERA5,Juni
Jawa Tengah,2016,7,26.17,29.62,23.39,77.4,81.97,2.44,Open-Meteo ERA5,Juli
Jawa Tengah,2016,8,26.71,30.58,23.33,43.8,74.94,2.61,Open-Meteo ERA5,Agustus
Jawa Tengah,2016,9,26.67,30.16,23.97,194.1,79.8,2.4,Open-Meteo ERA5,September
Jawa Tengah,2016,10,26.04,29.11,23.89,333.5,86.32,2.21,Open-Meteo ERA5,Oktober
Jawa Tengah,2016,11,26.25,29.39,24.01,348.6,86.9,2.17,Open-Meteo ERA5,November
Jawa Tengah,2016,12,25.89,28.59,23.9,335.8,87.55,3.23,Open-Meteo ERA5,Desember
Jawa Tengah,2017,1,26.27,28.42,24.54,210.0,84.94,4.9,Open-Meteo ERA5,Januari
Jawa Tengah,2017,2,25.96,28.3,24.07,196.0,84.96,5.76,Open-Meteo ERA5,Februari
Jawa Tengah,2017,3,26.5,28.98,24.37,142.6,84.84,3.91,Open-Meteo ERA5,Maret
Jawa Tengah,2017,4,26.87,29.55,24.77,121.1,83.43,3.13,Open-Meteo ERA5,April
Jawa Tengah,2017,5,27.6,31.27,24.65,119.1,75.55,3.54,Open-Meteo ERA5,Mei
Jawa Tengah,2017,6,27.56,31.46,24.57,55.6,73.97,3.8,Open-Meteo ERA5,Juni
Jawa Tengah,2017,7,27.9,32.74,24.32,37.1,66.19,4.45,Open-Meteo ERA5,Juli
Jawa Tengah,2017,8,28.46,34.11,24.55,3.7,59.45,5.22,Open-Meteo ERA5,Agustus
Jawa Tengah,2017,9,28.49,33.7,24.81,47.6,63.4,5.17,Open-Meteo ERA5,September
Jawa Tengah,2017,10,28.15,32.22,25.01,105.6,72.55,3.6,Open-Meteo ERA5,Oktober
Jawa Tengah,2017,11,27.07,30.06,24.98,187.5,81.17,3.41,Open-Meteo ERA5,November
Jawa Tengah,2017,12,26.48,28.94,24.25,183.4,83.26,4.31,Open-Meteo ERA5,Desember
Jawa Tengah,2018,1,26.45,28.95,24.51,131.7,82.45,5.49,Open-Meteo ERA5,Januari
Jawa Tengah,2018,2,25.68,27.7,23.86,269.7,86.0,5.24,Open-Meteo ERA5,Februari
Jawa Tengah,2018,3,26.28,28.58,24.18,142.3,85.16,3.58,Open-Meteo ERA5,Maret
Jawa Tengah,2018,4,27.08,30.34,24.58,124.0,80.77,3.36,Open-Meteo ERA5,April
Jawa Tengah,2018,5,27.93,32.07,24.89,65.1,71.52,3.97,Open-Meteo ERA5,Mei
Jawa Tengah,2018,6,27.94,32.52,24.5,27.9,68.9,4.43,Open-Meteo ERA5,Juni
Jawa Tengah,2018,7,27.67,33.26,23.32,3.5,60.45,5.13,Open-Meteo ERA5,Juli
Jawa Tengah,2018,8,27.65,33.39,23.29,5.8,57.94,5.2,Open-Meteo ERA5,Agustus
Jawa Tengah,2018,9,28.39,33.74,24.19,11.2,59.37,5.38,Open-Meteo ERA5,September
Jawa Tengah,2018,10,28.81,33.52,24.78,19.2,64.48,4.95,Open-Meteo ERA5,Oktober
Jawa Tengah,2018,11,27.61,31.24,24.81,134.0,79.03,3.57,Open-Meteo ERA5,November
Jawa Tengah,2018,12,26.68,29.46,24.45,160.8,85.06,3.39,Open-Meteo ERA5,Desember
Jawa Tengah,2019,1,26.3,28.55,24.39,359.4,86.16,5.33,Open-Meteo ERA5,Januari
Jawa Tengah,2019,2,26.35,28.91,24.23,338.6,86.46,3.66,Open-Meteo ERA5,Februari
Jawa Tengah,2019,3,26.37,28.78,24.35,227.4,86.77,3.94,Open-Meteo ERA5,Maret
Jawa Tengah,2019,4,27.13,30.24,24.86,164.4,83.73,3.36,Open-Meteo ERA5,April
